Date,Open,High,Low,Close,Adj Close,Volume
2016-11-19,6.718320,6.864810,6.458830,6.552150,6.552150,2490080
2016-11-20,6.555150,6.875390,6.427550,6.583570,6.583570,3534630
2016-11-21,6.579400,6.875670,6.560650,6.797720,6.797720,1586190
2016-11-22,6.806860,8.237920,6.783830,7.688060,7.688060,9996320
2016-11-23,7.664900,8.111250,7.555670,7.913630,7.913630,4170450
2016-11-24,7.936130,8.369450,7.578210,7.805770,7.805770,5756150
2016-11-25,7.788650,7.801820,7.334190,7.544270,7.544270,2450680
2016-11-26,7.546620,7.812620,7.404070,7.623160,7.623160,1632680
2016-11-27,7.634950,8.117000,7.587980,7.927540,7.927540,2604180
2016-11-28,7.917990,8.080060,7.777000,7.893410,7.893410,1931140
2016-11-29,7.907460,7.993880,7.483980,7.602910,7.602910,2468920
2016-11-30,7.627140,9.314180,7.214710,8.946390,8.946390,11077200
2016-12-01,8.930840,9.127480,8.356310,8.575560,8.575560,5605070
2016-12-02,8.500420,8.500420,7.922480,8.232690,8.232690,6249910
2016-12-03,8.214510,8.563980,8.089850,8.272720,8.272720,2100120
2016-12-04,8.262300,8.422790,7.796500,7.796500,7.796500,2491800
2016-12-05,7.831980,8.145670,7.681210,7.910080,7.910080,2413870
2016-12-06,7.905610,7.959210,7.159590,7.544660,7.544660,3566450
2016-12-07,7.541850,8.012880,7.316860,7.888850,7.888850,1800020
2016-12-08,7.874660,8.032490,7.733200,7.793300,7.793300,1391520
2016-12-09,7.801390,8.065550,7.786430,7.947850,7.947850,1230840
2016-12-10,7.950830,8.032980,7.671280,7.776380,7.776380,954105
2016-12-11,7.770680,8.089210,7.739530,7.910930,7.910930,1511400
2016-12-12,7.907950,8.061160,7.830850,8.051500,8.051500,1037600
2016-12-13,8.067670,8.135450,7.967130,8.106510,8.106510,892392
2016-12-14,8.231760,8.589810,8.107970,8.408460,8.408460,3268750
2016-12-15,8.434880,8.553600,8.263810,8.421920,8.421920,1224190
2016-12-16,8.431950,8.540040,8.386690,8.510260,8.510260,960469
2016-12-17,8.480870,8.528920,8.252240,8.324960,8.324960,1046610
2016-12-18,8.332840,8.833620,8.309000,8.610990,8.610990,2073320
2016-12-19,8.600700,8.774530,8.385520,8.631220,8.631220,1948360
2016-12-20,8.632640,8.698880,8.386470,8.428370,8.428370,2093870
2016-12-21,8.453610,8.624640,8.255330,8.279600,8.279600,2788170
2016-12-22,8.303200,9.489120,8.303200,8.898360,8.898360,4342540
2016-12-23,8.894690,9.785230,8.891210,9.551650,9.551650,4014090
2016-12-24,9.608300,9.772470,9.483920,9.654270,9.654270,1553340
2016-12-25,9.654250,9.797220,9.491240,9.729210,9.729210,2456860
2016-12-26,9.716430,10.285700,9.699910,10.272000,10.272000,2243850
2016-12-27,10.268600,13.047800,10.252500,12.688100,12.688100,10888000
2016-12-28,12.541200,14.616400,12.204700,14.094400,14.094400,13579500
2016-12-29,14.144500,14.165200,12.461000,13.132500,13.132500,8200850
2016-12-30,13.091800,13.277800,12.261900,12.970200,12.970200,3491280
2016-12-31,12.964400,13.879100,12.795900,13.783800,13.783800,4421340
2017-01-01,13.792600,14.171300,13.419100,13.972800,13.972800,3923550
2017-01-02,14.071400,16.474001,13.844800,16.051600,16.051600,12171300
2017-01-03,16.065001,17.034401,15.001700,16.092899,16.092899,16381900
2017-01-04,16.139900,18.642700,15.834300,18.527100,18.527100,10179100
2017-01-05,18.554001,19.023399,14.860100,16.187599,16.187599,8528910
2017-01-06,16.185900,16.927401,13.577800,14.030000,14.030000,9256850
2017-01-07,14.088000,14.167600,12.372200,13.063200,13.063200,9904390
2017-01-08,13.014400,13.905800,12.858900,13.471800,13.471800,3741330
2017-01-09,13.511000,13.736100,12.662200,13.736100,13.736100,4649000
2017-01-10,13.697800,14.029600,13.341500,13.391300,13.391300,3943650
2017-01-11,13.384500,13.598000,11.181000,11.636900,11.636900,4338380
2017-01-12,11.607700,12.187500,11.101700,11.852700,11.852700,2923060
2017-01-13,11.836300,11.966500,11.068900,11.268200,11.268200,6063910
2017-01-14,11.276500,11.721200,10.960500,11.087100,11.087100,3439220
2017-01-15,11.072700,11.153200,9.920190,10.762100,10.762100,7417420
2017-01-16,10.769200,10.963800,10.291800,10.639700,10.639700,3507560
2017-01-17,10.686400,12.491200,10.557300,12.389900,12.389900,4403350
2017-01-18,12.428200,12.696100,11.571400,12.048400,12.048400,4232060
2017-01-19,12.054900,12.315000,11.681900,12.148800,12.148800,3546870
2017-01-20,12.168700,12.168700,11.750400,11.909400,11.909400,3768400
2017-01-21,11.911500,12.182700,11.839000,12.028500,12.028500,2878010
2017-01-22,12.011700,12.194300,11.811300,12.183500,12.183500,2588540
2017-01-23,12.188200,12.291400,12.052500,12.251700,12.251700,2414740
2017-01-24,12.252900,12.252900,11.792400,11.814300,11.814300,3121430
2017-01-25,11.813900,11.877100,11.538200,11.829800,11.829800,1897140
2017-01-26,11.849200,12.154500,11.734100,11.980900,11.980900,2172210
2017-01-27,11.975600,12.240500,11.672800,12.096600,12.096600,4346850
2017-01-28,12.124900,13.040100,12.066500,12.847600,12.847600,6585960
2017-01-29,12.851100,13.257500,12.547700,12.655600,12.655600,3027920
2017-01-30,12.649700,12.909000,12.636400,12.707300,12.707300,2171460
2017-01-31,12.703400,13.257300,12.696000,12.985100,12.985100,8919760
2017-02-01,12.965200,13.384000,12.929600,13.267800,13.267800,2715170
2017-02-02,13.285900,13.420700,13.045200,13.136100,13.136100,2841870
2017-02-03,13.126000,13.146900,12.149100,12.863800,12.863800,5732620
2017-02-04,12.895000,13.079700,12.472200,12.613300,12.613300,3475030
2017-02-05,12.610500,12.994600,12.610500,12.802400,12.802400,2054440
2017-02-06,12.826000,12.924800,12.591100,12.884200,12.884200,2124790
2017-02-07,12.908900,13.198100,12.530400,12.649900,12.649900,3523120
2017-02-08,12.672600,12.908800,12.544100,12.803400,12.803400,2124700
2017-02-09,12.826200,12.984300,11.826500,12.123100,12.123100,4268990
2017-02-10,12.181800,12.227600,11.734400,11.979800,11.979800,2472350
2017-02-11,11.981600,12.386000,11.981600,12.244500,12.244500,2190900
2017-02-12,12.265700,12.494900,12.000600,12.331000,12.331000,2154250
2017-02-13,12.311900,12.357300,12.091700,12.197300,12.197300,1687590
2017-02-14,12.204500,13.202200,12.108800,12.993300,12.993300,4166850
2017-02-15,13.013800,13.738600,12.876200,13.616800,13.616800,4811600
2017-02-16,13.616500,13.621700,12.914900,13.102100,13.102100,3256190
2017-02-17,13.071800,13.335300,13.041500,13.295900,13.295900,1711010
2017-02-18,13.406100,13.572500,13.094400,13.361600,13.361600,1871110
2017-02-19,13.383600,13.383600,12.993800,12.993800,12.993800,1663440
2017-02-20,13.014400,13.014400,11.461700,12.220500,12.220500,8429880
2017-02-21,12.118600,12.420200,11.918000,12.336900,12.336900,4476160
2017-02-22,12.315700,12.836100,12.119900,12.765200,12.765200,2486660
2017-02-23,12.779600,12.937200,12.573100,12.871900,12.871900,2875250
2017-02-24,12.890600,12.971600,11.345600,11.921900,11.921900,8707610
2017-02-25,11.922000,12.137500,11.675700,11.848400,11.848400,3102200
2017-02-26,11.836400,12.040000,11.678600,11.888600,11.888600,2039860
2017-02-27,11.871200,12.060400,11.831700,11.960400,11.960400,1343950
2017-02-28,11.991000,12.319500,11.512900,12.276500,12.276500,4316810
2017-03-01,12.302100,12.903500,12.127300,12.331200,12.331200,6449830
2017-03-02,12.261800,13.333000,12.103200,13.113600,13.113600,7161980
2017-03-03,13.096400,14.613900,12.864200,13.910500,13.910500,7926590
2017-03-04,13.934600,14.244600,13.374200,13.672800,13.672800,2239270
2017-03-05,13.669100,15.419400,13.664400,15.181400,15.181400,5455280
2017-03-06,15.226200,15.799000,14.835800,15.412700,15.412700,6913360
2017-03-07,15.426500,15.426500,13.533900,13.533900,13.533900,5928550
2017-03-08,13.557600,13.804900,12.472100,12.472100,12.472100,4244610
2017-03-09,12.464900,13.527200,12.393800,13.029700,13.029700,3489930
2017-03-10,13.053800,13.620900,12.348500,13.214200,13.214200,10802800
2017-03-11,13.120300,14.759000,13.013800,14.686800,14.686800,6499310
2017-03-12,14.719700,17.127899,14.452600,16.791901,16.791901,17931000
2017-03-13,16.801600,19.315500,16.693100,18.132601,18.132601,19566500
2017-03-14,18.093399,18.401699,17.107599,17.759800,17.759800,10072300
2017-03-15,17.788500,19.690599,17.352699,18.983700,18.983700,12265200
2017-03-16,19.046200,22.985300,18.773100,22.483500,22.483500,31673800
2017-03-17,22.565001,26.205500,20.155701,22.351200,22.351200,36529400
2017-03-18,22.269699,22.269699,18.603100,20.066200,20.066200,16830500
2017-03-19,20.105200,24.610600,20.105200,23.287600,23.287600,22162500
2017-03-20,23.304199,24.815001,22.438200,22.507500,22.507500,10860900
2017-03-21,22.624300,23.055000,20.677601,21.286301,21.286301,18555800
2017-03-22,21.391199,22.393299,20.770901,21.419701,21.419701,9699960
2017-03-23,21.454201,22.487900,20.638201,21.822001,21.822001,7419900
2017-03-24,21.846701,22.280001,20.857800,21.095301,21.095301,13807600
2017-03-25,21.084499,21.278299,19.877199,20.135000,20.135000,10858900
2017-03-26,20.162100,20.565901,19.293301,19.611700,19.611700,7408990
2017-03-27,19.753000,20.101900,17.708900,19.661800,19.661800,11887200
2017-03-28,19.487499,20.510599,18.166599,19.806801,19.806801,10061200
2017-03-29,19.882000,21.339500,19.284599,21.144899,21.144899,6704720
2017-03-30,21.062201,21.452101,20.253401,20.878401,20.878401,5993880
2017-03-31,20.796900,21.195101,19.839701,20.537100,20.537100,6955980
2017-04-01,20.524401,21.530500,19.234301,21.495001,21.495001,7622780
2017-04-02,21.418400,21.503599,20.018999,20.139500,20.139500,7427960
2017-04-03,20.161900,21.156200,19.935900,20.328400,20.328400,7080440
2017-04-04,20.326500,21.506701,19.868700,21.353399,21.353399,7062530
2017-04-05,21.310301,21.622200,19.583900,19.617399,19.617399,9188050
2017-04-06,19.586399,19.954201,18.332600,19.270700,19.270700,11553100
2017-04-07,19.319700,20.068501,18.950001,19.386700,19.386700,5499430
2017-04-08,19.306299,21.457300,18.997999,20.830601,20.830601,6218750
2017-04-09,20.841101,21.311300,19.752001,20.676300,20.676300,5711770
2017-04-10,20.688299,22.408300,20.524300,21.828400,21.828400,6591730
2017-04-11,21.802200,21.891600,21.119101,21.355600,21.355600,5356450
2017-04-12,21.322500,22.109200,21.246201,21.764000,21.764000,6401630
2017-04-13,21.692301,22.079599,21.438101,21.480499,21.480499,5980210
2017-04-14,21.469700,21.795601,19.668800,20.591400,20.591400,8949460
2017-04-15,20.426100,21.189100,20.254900,20.710800,20.710800,4483370
2017-04-16,20.705799,20.820900,20.247101,20.459499,20.459499,4222960
2017-04-17,20.458099,20.991899,20.319401,20.561100,20.561100,6055450
2017-04-18,20.526600,21.169201,20.449600,21.058701,21.058701,4459260
2017-04-19,21.066099,21.123400,20.234800,20.394501,20.394501,5877830
2017-04-20,20.398399,20.904100,20.240499,20.240499,20.240499,6216400
2017-04-21,19.981400,20.341200,19.753799,20.292700,20.292700,6704090
2017-04-22,20.270700,20.515200,19.969400,20.122101,20.122101,5266460
2017-04-23,20.119200,20.165501,19.680799,19.718300,19.718300,4155640
2017-04-24,19.728901,20.114799,19.509199,19.558399,19.558399,4584190
2017-04-25,19.603300,20.104099,19.358700,19.652500,19.652500,5148290
2017-04-26,19.665899,19.934601,19.236000,19.371799,19.371799,6027790
2017-04-27,19.433599,21.833700,19.266001,21.207800,21.207800,12843800
2017-04-28,21.195499,22.528400,21.122499,22.348101,22.348101,10457300
2017-04-29,22.370600,23.258101,22.124001,22.762300,22.762300,10461300
2017-04-30,22.739300,24.200800,22.716299,23.724199,23.724199,10910000
2017-05-01,23.718000,24.068199,22.229700,22.767799,22.767799,14214000
2017-05-02,22.770399,23.199100,22.059799,23.042400,23.042400,7486110
2017-05-03,23.050600,25.443899,22.718100,25.200001,25.200001,12602800
2017-05-04,25.192499,26.524099,24.874300,25.986300,25.986300,13585800
2017-05-05,26.112301,30.829901,25.930700,28.451599,28.451599,24376200
2017-05-06,28.495501,29.941999,27.938801,28.975901,28.975901,14355000
2017-05-07,28.968201,34.564999,28.774200,32.782799,32.782799,31328600
2017-05-08,33.448200,33.809299,28.576401,30.468300,30.468300,25549000
2017-05-09,30.477699,31.610600,26.606199,28.659201,28.659201,21083700
2017-05-10,28.487600,30.671200,28.109100,29.840900,29.840900,12732500
2017-05-11,29.938999,30.029800,28.734301,29.513300,29.513300,9288200
2017-05-12,29.614201,30.285700,28.297800,28.678200,28.678200,8023910
2017-05-13,28.588900,28.732700,27.219400,28.469900,28.469900,7213280
2017-05-14,28.513399,29.161800,27.787001,28.532400,28.532400,7419170
2017-05-15,28.510300,28.539000,27.320200,27.787399,27.787399,8160330
2017-05-16,27.733200,27.733200,25.964701,26.264000,26.264000,9801320
2017-05-17,26.367399,27.969400,25.278601,26.926399,26.926399,10576800
2017-05-18,26.984699,31.108801,26.984699,30.331499,30.331499,15586800
2017-05-19,30.312799,31.871700,30.282200,31.871700,31.871700,10692300
2017-05-20,31.815500,36.784500,31.265600,35.095901,35.095901,23733000
2017-05-21,35.037102,36.455799,33.353901,34.640598,34.640598,10952100
2017-05-22,34.799500,41.182098,33.269501,36.165699,36.165699,28469700
2017-05-23,36.307999,56.842800,36.298698,55.622200,55.622200,68629504
2017-05-24,56.305401,58.639900,44.035400,45.382000,45.382000,95915696
2017-05-25,45.519001,50.896198,39.496498,40.115501,40.115501,52485500
2017-05-26,39.805500,44.613300,34.838200,38.711601,38.711601,24735300
2017-05-27,38.708000,40.785301,28.687401,33.411900,33.411900,20990300
2017-05-28,33.433102,39.390400,33.433102,36.842602,36.842602,19020300
2017-05-29,36.761200,43.807598,36.059898,41.208599,41.208599,31360800
2017-05-30,41.288399,45.650200,39.662201,39.785999,39.785999,23048100
2017-05-31,39.827702,43.113300,39.233200,41.826000,41.826000,15027900
2017-06-01,41.839500,45.516899,41.839500,43.703602,43.703602,12849800
2017-06-02,43.735699,44.654598,42.995899,44.004700,44.004700,9539580
2017-06-03,43.986401,44.417702,42.158699,42.369999,42.369999,9819610
2017-06-04,42.341702,43.417000,41.696899,42.897301,42.897301,9805040
2017-06-05,42.884399,48.500000,42.884399,48.261799,48.261799,16780900
2017-06-06,48.367500,55.568298,47.119598,55.568298,55.568298,34918400
2017-06-07,55.293201,62.377602,52.061401,52.536098,52.536098,50623800
2017-06-08,52.908100,56.456200,51.446098,56.192501,56.192501,14708500
2017-06-09,56.131500,57.225201,55.290100,55.623501,55.623501,11941600
2017-06-10,55.587101,56.245300,51.920799,52.283100,52.283100,14465400
2017-06-11,52.367802,58.701199,51.947899,58.701199,58.701199,15485200
2017-06-12,59.090500,59.805000,45.778599,50.040298,50.040298,25425000
2017-06-13,49.800900,52.868999,49.729301,51.804600,51.804600,13362700
2017-06-14,51.981800,53.556599,44.370800,46.302898,46.302898,12407600
2017-06-15,46.238701,47.024799,38.748600,46.024399,46.024399,14252000
2017-06-16,45.971298,48.244801,44.167301,48.107498,48.107498,8711820
2017-06-17,48.189999,51.202499,48.090801,50.460201,50.460201,15646500
2017-06-18,50.490799,51.702599,48.974998,49.601398,49.601398,10122000
2017-06-19,49.621899,50.669498,48.516800,49.089802,49.089802,12502400
2017-06-20,49.030701,50.910599,47.600201,48.082699,48.082699,15178600
2017-06-21,48.169998,48.912102,45.537800,46.587601,46.587601,12133900
2017-06-22,46.802799,47.804401,46.643398,47.284000,47.284000,7443100
2017-06-23,47.452301,52.513802,46.746799,51.408901,51.408901,11033000
2017-06-24,51.431000,51.808399,47.297199,48.034599,48.034599,7786220
2017-06-25,47.842701,48.731201,45.284302,45.892101,45.892101,9156060
2017-06-26,45.897900,48.203899,39.391499,43.493000,43.493000,17033600
2017-06-27,43.493000,44.053398,38.507500,43.571701,43.571701,12171600
2017-06-28,43.796299,47.411301,42.290001,47.324001,47.324001,10812600
2017-06-29,47.039299,47.906799,44.674301,45.021500,45.021500,11470500
2017-06-30,45.092800,45.874001,43.482399,43.726799,43.726799,11338900
2017-07-01,43.706501,43.978699,39.795101,40.955898,40.955898,10673500
2017-07-02,40.935200,42.997898,40.220001,42.794201,42.794201,12774300
2017-07-03,42.509102,44.139099,41.816502,43.625999,43.625999,13141000
2017-07-04,43.547501,45.527199,43.547501,45.470001,45.470001,14850800
2017-07-05,45.304699,46.895000,44.134602,45.720901,45.720901,15243000
2017-07-06,45.960499,50.260502,45.877602,50.116901,50.116901,23168300
2017-07-07,50.111099,50.651901,43.839699,44.247799,44.247799,20324700
2017-07-08,44.169498,46.237999,41.895100,46.102299,46.102299,15801900
2017-07-09,46.694599,47.003300,44.555698,44.849701,44.849701,12681200
2017-07-10,44.907600,45.123199,38.840199,40.007500,40.007500,14633300
2017-07-11,40.248501,40.733398,35.336899,37.136398,37.136398,17988200
2017-07-12,36.893700,40.754002,35.508801,40.388802,40.388802,15785600
2017-07-13,40.431000,40.741901,37.202801,38.226898,38.226898,9969180
2017-07-14,38.080601,38.326698,34.216202,35.480000,35.480000,9558140
2017-07-15,35.571098,35.571098,31.368999,32.093201,32.093201,9718770
2017-07-16,31.968599,32.533501,28.831301,29.429199,29.429199,12434100
2017-07-17,29.471701,34.983601,29.462099,34.830898,34.830898,13708900
2017-07-18,34.888302,37.922199,33.380699,36.383801,36.383801,9949120
2017-07-19,36.467300,37.591801,34.370201,35.063900,35.063900,6994230
2017-07-20,34.894600,41.011101,34.894600,40.297699,40.297699,14905700
2017-07-21,40.548698,41.425999,39.531700,40.344002,40.344002,9572580
2017-07-22,40.248299,44.761398,40.152500,44.705399,44.705399,9028920
2017-07-23,44.636299,44.784302,41.437698,42.665298,42.665298,8634060
2017-07-24,42.659000,45.760201,41.858002,45.580002,45.580002,12102100
2017-07-25,45.552898,45.835602,38.237701,40.675900,40.675900,12706300
2017-07-26,40.728001,46.441200,38.604801,45.803600,45.803600,26033100
2017-07-27,45.917000,46.737202,43.926800,45.238602,45.238602,15960700
2017-07-28,45.286701,45.794300,42.735901,43.959702,43.959702,18694500
2017-07-29,43.691002,44.367802,42.186798,43.892399,43.892399,7053810
2017-07-30,43.948399,43.948399,39.545399,39.619400,39.619400,11709500
2017-07-31,39.668999,40.680599,38.937698,39.837200,39.837200,13138500
2017-08-01,39.880600,45.044701,39.809399,44.145699,44.145699,17363300
2017-08-02,44.078999,44.780201,42.783401,43.629700,43.629700,8111580
2017-08-03,43.798000,44.312302,43.227901,43.355301,43.355301,8262040
2017-08-04,43.357399,45.323502,42.974899,45.123901,45.123901,7794340
2017-08-05,45.179199,49.493599,45.179199,48.578300,48.578300,12131400
2017-08-06,48.569901,49.178200,47.363899,47.830200,47.830200,8254240
2017-08-07,47.668800,50.205601,47.240898,50.205601,50.205601,12794900
2017-08-08,50.395302,52.637798,49.931801,51.941200,51.941200,12471600
2017-08-09,51.938000,53.342098,49.737099,50.963600,50.963600,11466600
2017-08-10,50.937599,51.293499,49.472801,49.472801,49.472801,9147740
2017-08-11,49.306900,51.558701,48.931900,50.650600,50.650600,8534390
2017-08-12,50.851799,51.572498,46.339199,49.367802,49.367802,17349200
2017-08-13,49.384300,50.145802,45.463001,47.760399,47.760399,19587800
2017-08-14,47.685299,49.753899,46.632401,49.753899,49.753899,14023000
2017-08-15,49.967098,50.163300,45.715099,48.743401,48.743401,13651100
2017-08-16,48.774601,49.085300,47.033798,48.783001,48.783001,12423400
2017-08-17,48.815601,49.457401,47.052502,47.448601,47.448601,11176000
2017-08-18,47.365398,48.926399,46.217400,46.687801,46.687801,14517200
2017-08-19,46.971802,58.032101,46.971802,55.962502,55.962502,27038800
2017-08-20,55.788399,56.052101,51.803299,54.708401,54.708401,15702600
2017-08-21,54.668301,95.076797,52.866699,77.822998,77.822998,238775008
2017-08-22,77.990097,95.507202,72.528999,91.160004,91.160004,150286000
2017-08-23,91.009300,99.707603,85.507500,90.327202,90.327202,84961904
2017-08-24,90.348099,93.773201,79.345596,86.287498,86.287498,70187104
2017-08-25,86.469498,108.364998,85.342201,108.264000,108.264000,95835696
2017-08-26,107.459999,148.360992,105.285004,138.048004,138.048004,301843008
2017-08-27,137.595001,138.878998,124.806999,130.675003,130.675003,92742200
2017-08-28,130.759995,154.584000,129.063995,145.403000,145.403000,216036000
2017-08-29,144.237000,144.494995,128.020004,133.035004,133.035004,104869000
2017-08-30,133.845001,135.828995,124.064003,132.378998,132.378998,106543000
2017-08-31,131.947006,141.970993,131.207993,140.406998,140.406998,131974000
2017-09-01,140.653000,150.091003,136.487000,141.197006,141.197006,163960992
2017-09-02,141.350006,141.401993,121.959000,124.804001,124.804001,128849000
2017-09-03,124.932999,129.294006,115.741997,126.005997,126.005997,92631104
2017-09-04,126.232002,126.232002,101.727997,106.167999,106.167999,89194704
2017-09-05,106.746002,122.630997,95.806602,118.823997,118.823997,113378000
2017-09-06,118.785004,122.311996,114.323997,121.633003,121.633003,64604400
2017-09-07,121.388000,124.758003,116.600998,120.843002,120.843002,62655700
2017-09-08,120.275002,132.570999,113.303001,118.043999,118.043999,159066000
2017-09-09,118.186996,119.732002,113.172997,116.266998,116.266998,39220400
2017-09-10,115.637001,115.768997,103.166000,112.325996,112.325996,50725200
2017-09-11,113.045998,116.241997,110.470001,112.746002,112.746002,30605900
2017-09-12,112.722000,115.693001,110.494003,111.889999,111.889999,40402700
2017-09-13,111.807999,113.162003,102.394997,111.329002,111.329002,88162896
2017-09-14,111.292999,120.389999,82.649902,83.040199,83.040199,133553000
2017-09-15,83.134201,103.690002,73.166603,99.854500,99.854500,176154000
2017-09-16,100.110001,106.115997,91.410103,95.287804,95.287804,71163504
2017-09-17,94.967499,96.364098,89.221901,93.744698,93.744698,41008200
2017-09-18,93.810997,102.015999,93.810997,100.568001,100.568001,63732100
2017-09-19,100.829002,101.277000,93.697098,97.718903,97.718903,48249700
2017-09-20,97.639999,98.088600,93.370697,95.569603,95.569603,34198900
2017-09-21,95.325302,95.752800,85.168900,86.244904,86.244904,34290500
2017-09-22,86.168098,89.539200,84.331001,88.174896,88.174896,28179100
2017-09-23,88.032700,92.116203,86.956703,91.846001,91.846001,26372900
2017-09-24,91.757202,91.809998,88.001900,89.499298,89.499298,22224000
2017-09-25,89.372902,94.234398,89.119102,93.641098,93.641098,28114300
2017-09-26,93.814003,95.309700,91.603500,93.127197,93.127197,32540800
2017-09-27,92.748001,102.907997,92.640701,101.042999,101.042999,51634900
2017-09-28,100.972000,101.136002,95.483299,97.233498,97.233498,41822000
2017-09-29,97.295097,97.780701,91.216003,94.501999,94.501999,38972400
2017-09-30,94.437897,96.325104,94.068199,95.755898,95.755898,28498000
2017-10-01,95.592102,95.744904,91.769798,93.222000,93.222000,25936500
2017-10-02,93.558098,93.800598,90.983597,91.544197,91.544197,27534700
2017-10-03,91.521797,94.811996,87.211197,92.961197,92.961197,44289800
2017-10-04,92.947998,93.650398,89.045700,90.407097,90.407097,29568100
2017-10-05,90.493896,92.447304,88.144501,91.858902,91.858902,27697400
2017-10-06,91.909103,92.938797,90.226700,91.189796,91.189796,24504100
2017-10-07,90.939697,92.050797,89.567101,91.703697,91.703697,22617600
2017-10-08,91.391197,92.204102,89.736504,89.774597,89.774597,29220800
2017-10-09,89.741898,90.116699,83.762299,85.485100,85.485100,38063700
2017-10-10,85.613297,88.411301,84.270103,86.821198,86.821198,31695500
2017-10-11,86.740700,88.250298,85.796997,87.421700,87.421700,21103400
2017-10-12,87.563004,88.633598,86.461700,87.092400,87.092400,32783200
2017-10-13,87.227402,96.773102,85.533600,95.134598,95.134598,63578800
2017-10-14,95.056297,103.127998,93.725998,100.230003,100.230003,38886100
2017-10-15,99.937202,100.806999,91.596100,94.865501,94.865501,34188200
2017-10-16,94.992500,97.971802,93.049004,95.900299,95.900299,32185000
2017-10-17,95.934700,96.941803,90.723602,91.284203,91.284203,43866200
2017-10-18,91.192299,91.264503,86.540100,89.542198,89.542198,36277100
2017-10-19,89.657799,92.482101,87.914200,88.623901,88.623901,35302300
2017-10-20,88.709602,92.727798,88.072601,90.540497,90.540497,38260700
2017-10-21,90.409103,90.409103,86.576500,88.123299,88.123299,25267200
2017-10-22,88.184303,89.037102,85.522400,86.581902,86.581902,27130000
2017-10-23,86.483101,86.921600,82.894798,85.209702,85.209702,26261800
2017-10-24,85.155098,92.347298,83.468300,88.402603,88.402603,42191100
2017-10-25,88.493202,101.291000,85.823898,88.129898,88.129898,59952100
2017-10-26,88.167999,89.866402,88.019897,88.581703,88.581703,23132200
2017-10-27,88.576202,89.189697,86.428398,86.745003,86.745003,27939000
2017-10-28,86.912498,87.760300,85.708603,86.305496,86.305496,25397400
2017-10-29,86.267899,90.359200,86.267899,88.652496,88.652496,38368700
2017-10-30,88.592300,90.489197,88.038696,88.840698,88.840698,28179100
2017-10-31,88.747803,89.328697,87.603798,87.644997,87.644997,28704900
2017-11-01,87.645203,88.202400,84.727699,85.717003,85.717003,36899300
2017-11-02,85.661102,86.083504,81.679298,83.763603,83.763603,48608100
2017-11-03,83.526299,90.135803,83.526299,87.987000,87.987000,37321100
2017-11-04,87.898102,88.476196,85.502197,87.302696,87.302696,23011500
2017-11-05,87.314400,88.043297,86.040298,86.346901,86.346901,27619800
2017-11-06,86.424103,102.916000,86.151703,102.916000,102.916000,103722000
2017-11-07,104.234001,104.751999,95.045197,99.764397,99.764397,81253296
2017-11-08,99.821404,115.938004,99.142097,113.315002,113.315002,79822896
2017-11-09,112.531998,123.404999,112.219002,120.779999,120.779999,86864600
2017-11-10,121.344002,121.665001,101.757004,105.585999,105.585999,84614000
2017-11-11,105.750000,127.106003,103.877998,119.615997,119.615997,107708000
2017-11-12,119.597000,133.675003,110.617996,123.856003,123.856003,144948000
2017-11-13,128.960007,136.528000,120.921997,123.402000,123.402000,116200000
2017-11-14,123.615997,124.200996,118.625999,122.352997,122.352997,53544800
2017-11-15,122.240997,124.722000,119.192001,121.374001,121.374001,49976700
2017-11-16,121.242996,128.087997,118.504997,120.305000,120.305000,74944096
2017-11-17,120.014999,126.699997,119.250000,126.699997,126.699997,47127700
2017-11-18,126.595001,135.011993,123.528999,130.798996,130.798996,62156400
2017-11-19,130.720993,133.617996,127.208000,129.479004,129.479004,42133000
2017-11-20,129.496002,140.550995,128.485001,135.764999,135.764999,59945400
2017-11-21,136.104996,142.214005,131.371994,141.738007,141.738007,72701504
2017-11-22,142.082001,173.449005,141.136993,165.949997,165.949997,189472000
2017-11-23,166.110001,172.919006,156.453995,158.606995,158.606995,109392000
2017-11-24,158.619003,162.942001,156.761002,160.026993,160.026993,69178000
2017-11-25,159.994995,170.104004,159.994995,168.442001,168.442001,64076700
2017-11-26,168.572006,168.720001,159.763000,163.373993,163.373993,61100400
2017-11-27,162.916000,173.391998,159.947998,173.391998,173.391998,81489696
2017-11-28,175.348007,203.210007,173.173004,203.210007,203.210007,179179008
2017-11-29,203.912994,214.274994,165.330994,168.149994,168.149994,178828000
2017-11-30,170.485992,195.393997,156.531006,180.138000,180.138000,128112000
2017-12-01,179.722000,191.848999,169.763000,190.938004,190.938004,70430496
2017-12-02,190.834000,205.264008,186.684006,203.033997,203.033997,80791104
2017-12-03,203.365005,209.085999,191.248001,200.050995,200.050995,111303000
2017-12-04,199.561996,210.242004,192.042007,210.242004,210.242004,74534400
2017-12-05,211.128006,272.643005,208.893997,269.484009,269.484009,352326016
2017-12-06,268.164001,316.667999,260.610992,278.684998,278.684998,543884032
2017-12-07,277.867004,300.321991,263.173004,280.855011,280.855011,299528000
2017-12-08,281.308990,284.860992,250.649994,276.743988,276.743988,201496992
2017-12-09,277.265991,281.398010,250.388000,262.532990,262.532990,161152000
2017-12-10,262.898987,262.898987,220.768997,245.332993,245.332993,142120000
2017-12-11,244.951004,281.032990,244.143005,279.669006,279.669006,152496992
